ChEMBLID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL290916,EDARAVONE,ANTIPYRINE RELATED COMPOUND A|C.I. DEVELOPER 1|COLOREX PMP|DEVELOPER Z|EDARAVONE|JAROCOL PMP|MCI-186|NORPHENAZONE|NSC-12|NSC-26139|NSC-2629|PHENYL METHYL PYRAZOLONE|RADICAVA|Radicut,Small molecule,4,174.2,177,567,1.8,32.67,2,0,0,1,Y,0.64,None,None,1.53,1.53,1,MOL,0,13,3,0,0,174.0793,NEUTRAL,C10H10N2O,CC1=NN(c2ccccc2)C(=O)C1,QELUYTUMUWHWMC-UHFFFAOYSA-N
CHEMBL415,CLOMIPRAMINE,3-CHLORO-IMINODIBENZYL|ANAPRAMINE|Anafranil|CHLORIMIPRAMINE|CLOMICALM|CLOMIPRAMINE|Clomipramine|NSC-169865,Small molecule,4,314.86,194,2325,4.53,6.48,2,0,0,4,N,0.82,None,9.2,4.88,3.09,2,MOL,0,22,2,0,0,314.155,BASE,C19H23ClN2,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N
CHEMBL1213352,PINAZEPAM,DOMAR|PINAZEPAM,Small molecule,0,308.77,16,16,3.16,32.67,2,0,0,2,N,0.78,None,2.89,3.3,3.3,2,MOL,0,22,3,0,0,308.0716,NEUTRAL,C18H13ClN2O,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,MFZOSKPPVCIFMT-UHFFFAOYSA-N
CHEMBL1514,LEVOMETHADYL ACETATE,LAA-M|LAAM|LEVACETYLMETHADOL|LEVO-ALPHACETYLMETHADOL|LEVOACETYL METHADOL|LEVOMETHADYL ACETATE|Levomethadyl acetate,Small molecule,4,353.51,6,9,4.65,29.54,3,0,0,8,N,0.65,None,9.87,4.88,2.45,2,MOL,0,26,3,0,0,353.2355,BASE,C23H31NO2,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,XBMIVRRWGCYBTQ-AVRDEDQJSA-N
CHEMBL1096643,PHENGLUTARIMIDE,PHENGLUTARIMIDE,Small molecule,0,288.39,1,1,2.09,49.41,3,1,0,6,N,0.82,11.7,9.96,2,-0.4,1,MOL,0,21,4,1,0,288.1838,BASE,C17H24N2O2,CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O,BFMBKRQFMIILCH-UHFFFAOYSA-N
CHEMBL3707289,DIHYDROERGOCRYPTINE MESYLATE,DIHYDROERGOCRYPTINE MESYLATE,Small molecule,0,673.83,,,2.52,118.21,6,3,1,5,N,0.5,9.69,8.39,3.43,2.55,2,MOL,0,42,10,3,1,577.3264,NEUTRAL,C33H47N5O8S,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,TZGKQIBPZOZAKF-PJLVGBPESA-N
CHEMBL285802,ZOTEPINE,NIPOLEPT|SETOUS|ZOLEPTIL 100|ZOLEPTIL 25|ZOLEPTIL 50|ZOTEPIN|ZOTEPINE,Small molecule,4,331.87,18,64,4.88,12.47,3,0,0,4,N,0.79,None,8.92,4.51,2.98,2,MOL,0,22,2,0,0,331.0798,BASE,C18H18ClNOS,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,HDOZVRUNCMBHFH-UHFFFAOYSA-N
CHEMBL255044,FLUPIRTINE,FLUPIRTINE|FLUPIRTINTE|W-2964,Small molecule,2,304.32,52,131,2.98,89.27,5,3,0,5,N,0.79,12.9,7.5,2.67,2.32,2,MOL,0,22,6,4,0,304.1336,NEUTRAL,C15H17FN4O2,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,JUUFBMODXQKSTD-UHFFFAOYSA-N
CHEMBL58323,ERLOSAMIDE,(R)-LACOSAMIDE 1|ADD 243037|ADD-243037|ERLOSAMIDE|LACOSAMIDE|LACOSAMIDE CV|SPM 927|SPM-927|VIMPAT,Small molecule,4,250.3,32,225,0.45,67.43,3,2,0,6,N,0.77,12.46,None,-0.02,-0.02,1,MOL,0,18,5,2,0,250.1317,NEUTRAL,C13H18N2O3,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N
CHEMBL2087003,CARISBAMATE,CARISBAMATE|JNJ-10234094|RWJ-333369|RWJ-333369-000|YKP-509,Small molecule,3,215.64,1,5,1.47,72.55,3,2,0,3,N,0.8,13.43,None,1.29,1.29,1,MOL,0,14,4,3,0,215.0349,NEUTRAL,C9H10ClNO3,NC(=O)OC[C@@H](O)c1ccccc1Cl,OLBWFRRUHYQABZ-MRVPVSSYSA-N
CHEMBL807,MEMANTINE,D-145|DRG-0267|MEMANTINE|Memantine|NSC-757843|Namenda,Small molecule,4,179.31,50,211,2.69,26.02,1,1,0,0,Y,0.61,None,10.7,2.07,-0.78,0,MOL,0,13,1,2,0,179.1674,BASE,C12H21N,CC12CC3CC(C)(C1)CC(N)(C3)C2,BUGYDGFZZOZRHP-UHFFFAOYSA-N
CHEMBL564,PROMAZINE,COMBELEN|NSC-31447|PROMAZINE|Promazine,Small molecule,4,284.43,166,773,4.24,6.48,3,0,0,4,N,0.83,None,9.2,3.93,2.14,2,MOL,0,20,2,0,0,284.1347,BASE,C17H20N2S,CN(C)CCCN1c2ccccc2Sc2ccccc21,ZGUGWUXLJSTTMA-UHFFFAOYSA-N
CHEMBL1451173,DIPYROCETYL,DIACETYLSALICYLIC ACID|DIPYROCETYL|NSC-758212,Small molecule,0,238.19,7,9,1.24,89.9,5,1,0,3,N,0.63,3.16,None,0.85,-2.61,1,MOL,0,17,6,1,0,238.0477,ACID,C11H10O6,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,NYIZXMGNIUSNKL-UHFFFAOYSA-N
CHEMBL1237021,LURASIDONE,LATUDA|LURASIDONE|Lurasidone,Small molecule,4,492.69,10,12,4.26,56.75,6,0,0,5,N,0.58,None,8.5,4.56,3.43,2,MOL,0,35,6,0,0,492.2559,NEUTRAL,C28H36N4O2S,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,PQXKDMSYBGKCJA-CVTJIBDQSA-N
CHEMBL277474,ANTIPYRINE,ANTIPYRINE|ANTIPYRINUM|Antipyrin|Antipyrine|NSC-7945|PHENAZONE|Phenazon,Small molecule,4,188.23,145,803,1.48,26.93,3,0,0,1,Y,0.67,None,0.49,1.22,1.22,2,MOL,0,14,3,0,0,188.095,NEUTRAL,C11H12N2O,Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N
CHEMBL315985,ESLICARBAZEPINE,"(S)-LICARBAZEPINE|BIA 2-194|BIA-2-194|CGP-13751|ESLICARBAZEPINE|Erelib|LICARBAZEPINE, (S)-|Pazzul|Stedesa",Small molecule,4,254.29,6,28,2.49,66.56,2,2,0,0,N,0.76,None,None,1.73,1.73,2,MOL,0,19,4,3,0,254.1055,NEUTRAL,C15H14N2O2,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,BMPDWHIDQYTSHX-AWEZNQCLSA-N
CHEMBL87493,FENFLURAMINE,ACINO|BRABAFEN|FENFLURAMIN|FENFLURAMINE|J5.760F|OBEDREX|PESOS|PHENFLURAMINE|PONDERAX PA|ROTONDIN|S-768|Z-008|Z008|ZX-008|ZX008,Small molecule,4,231.26,14,42,3.25,12.03,1,1,0,4,N,0.84,None,10.22,3.47,0.79,1,MOL,0,16,1,1,0,231.1235,BASE,C12H16F3N,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N
CHEMBL3989843,TRANYLCYPROMINE,NSC-80664|TRANYLCYPROMINE,Small molecule,4,266.39,35,192,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,266.1783,None,C18H22N2,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,IGLYMJRIWWIQQE-QUOODJBBSA-N
CHEMBL30008,FLUNARIZINE,FLUNARIZINE,Small molecule,4,404.5,159,742,5.39,6.48,2,0,1,6,N,0.54,None,7.22,6.17,5.94,3,MOL,0,30,2,0,1,404.2064,NEUTRAL,C26H26F2N2,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,SMANXXCATUTDDT-QPJJXVBHSA-N
CHEMBL2111047,PROLINTANE,PROLINTAN|PROLINTANE,Small molecule,0,217.36,,,3.49,3.24,1,0,0,5,N,0.73,None,10.46,3.99,1.07,1,MOL,0,16,1,0,0,217.183,BASE,C15H23N,CCCC(Cc1ccccc1)N1CCCC1,OJCPSBCUMRIPFL-UHFFFAOYSA-N
CHEMBL112,ACETAMINOPHEN,ABDINE|ACETAMINOPHEN|ALVEDON|ANGIERS|APAP|Acephen|Acetaminophen|BIOCETAMOL|CALPOL|CALPOL SIX PLUS|CALPOL SIX PLUS FASTMELTS|CHILD LEMSIP|CUPANOL|DAFALGAN|DISPROL|DISPROL INFANT|DISPROL JNR|DISPROL PAED|DOLIPRANE|Datril|EFFERALGAN|FENNINGS|GALPAMOL|HEDEX|INFADROPS|Infants' Feverall|Injectapap|JUNIOR PARAPAED|MANDANOL|MEDINOL|MEDINOL FOR CHILDREN|MEDINOL OVER 6|MEDINOL UNDER 6|MEDISED PLAIN|MIRADOL|N-ACETYL-P-AMINOPHENOL|NSC-109028|NSC-3991|Neopap|OFIRMEV|P-HYDROXY-ACETANILID|PALDESIC|PANADOL|PANADOL ACTIFAST|PANADOL ACTIFAST SOLB|PANADOL ADVAN|PANADOL JNR|PANADOL OA|PANALEVE|PANALEVE 6 PLUS|PARACETAMOL|PARACETAMOLUM|PARAMIN|PARAPAED JNR|PARAPAED SIX PLUS|PARAVICT|PERFALGAN|PLACIDEX|Paracetamol|Phenaphen|RIMADOL|SALZONE|TIXYMOL|TRAMIL 500|Tylenol|VERMIDON,Small molecule,4,151.16,224,3076,1.35,49.33,2,2,0,1,Y,0.6,9.46,None,0.91,0.9,1,MOL,0,11,3,2,0,151.0633,NEUTRAL,C8H9NO2,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N
CHEMBL2104208,EMYLCAMATE,EMYLCAMATE|KABI 925|KABI-925|MK-250|NSC-169882,Small molecule,0,145.2,,,1.66,52.32,2,1,0,3,Y,0.66,None,None,1.69,1.69,0,MOL,0,10,3,2,0,145.1103,NEUTRAL,C7H15NO2,CCC(C)(CC)OC(N)=O,SLWGJZPKHAXZQL-UHFFFAOYSA-N
CHEMBL485,CODEINE,CODEINE|CODEINE MONOHYDRATE|CODEINUM|CODEINUM MONOHYDRICUM|Codeine|DEA NO. 9050|IDS-NC-005(SECT.-2),Small molecule,4,299.37,55,210,1.5,41.93,4,1,0,1,N,0.8,13.78,9.19,1.34,-0.45,1,MOL,0,22,4,1,0,299.1521,BASE,C18H21NO3,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,OROGSEYTTFOCAN-DNJOTXNNSA-N
CHEMBL982,NALMEFENE,JF-1|JKB-121|NALMEFENE|NALMEFENE HYDROCHLORIDE HYDRATE|NALMETRENE|Nalmefene|ORF 1167|ORF 11676|ORF-1167|ORF-11676|Revex|SELINCRO|SRD-174|SRD174,Small molecule,4,339.44,37,116,2.51,52.93,4,2,0,2,N,0.81,10.35,9.57,1.95,0.07,1,MOL,0,25,4,2,0,339.1834,BASE,C21H25NO3,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,WJBLNOPPDWQMCH-MBPVOVBZSA-N
CHEMBL1278,NARATRIPTAN,Amerge|NARATRIPTAN,Small molecule,4,335.47,11,50,2.07,65.2,3,2,0,5,N,0.88,11.55,9.18,1.44,-0.34,2,MOL,0,23,5,2,0,335.1667,BASE,C17H25N3O2S,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,AMKVXSZCKVJAGH-UHFFFAOYSA-N
CHEMBL1697834,DICHLORALPHENAZONE,DICHLORALANTIPYRINE|DICHLORALPHENAZONE|DICHLORALPHENAZONE CIV|Dichloralphenazone,Small molecule,0,519.04,1,1,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,515.9347,None,C15H18Cl6N2O5,Cc1cc(=O)n(-c2ccccc2)n1C.OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl,ATKXDQOHNICLQW-UHFFFAOYSA-N
CHEMBL2105760,BREXPIPRAZOLE,BREXPIPRAZOLE|OPC-34712|REXULTI,Small molecule,4,433.58,15,33,4.72,48.57,5,1,0,7,N,0.43,13.56,8.4,4.65,3.61,4,MOL,0,31,5,1,0,433.1824,NEUTRAL,C25H27N3O2S,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,ZKIAIYBUSXZPLP-UHFFFAOYSA-N
CHEMBL12,DIAZEPAM,ALUPRAM 10|ALUPRAM 2|ALUPRAM 5|ANSIOLISINA|ATENSINE|Apozepam|CENTRAZEPAM|DIACEPIN|DIALAR|DIALAR FTE|DIASTAT ACUDIAL|DIAZEPAM|DIAZEPAM CIV|DIAZEPAM INTENSOL|DIZAC|Diastat|E-Pam|LA III|LA-III|NRL-1|NSC-169897|NSC-77518|Paxel|Q-PAM|RO 5-2807|RO-5-2807|RO-52807|Relanium|SERVIZEPAM|SOLIS|STESOLID|Scriptopam|Serenack|TENSIUM|TRANQUASE|Tranimul|VALCLAIR|VALRELEASE|VALTOCO|Valium|Vivol|WY-3467,Small molecule,4,284.75,223,3595,3.15,32.67,2,0,0,1,N,0.79,None,2.92,3.08,3.08,2,MOL,0,20,3,0,0,284.0716,NEUTRAL,C16H13ClN2O,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N
CHEMBL462605,PITOLISANT,"BF-2.649|BF-2649|BF2.649|HBS-101|PITOLISANT|Pitolisant|Tiprolisant|Wakix|Wakix, Europe",Small molecule,4,295.85,15,58,4.17,12.47,2,0,0,8,N,0.67,None,9.67,4.12,1.87,1,MOL,0,20,2,0,0,295.1703,BASE,C17H26ClNO,Clc1ccc(CCCOCCCN2CCCCC2)cc1,NNACHAUCXXVJSP-UHFFFAOYSA-N
CHEMBL681,ETOMIDATE,Amidate|ETOMIDATE|HYPNOMIDATE|NSC-759160,Small molecule,4,244.29,36,149,2.67,44.12,4,0,0,4,N,0.78,None,4.25,2.5,2.5,2,MOL,0,18,4,0,0,244.1212,NEUTRAL,C14H16N2O2,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,NPUKDXXFDDZOKR-LLVKDONJSA-N
CHEMBL3833333,NABIXIMOLS,CANNABINOIDS|GW 1000|GW 1000-02|GW-1000|NABIDIOLEX|NABIXIMOLS|SAB 378|SAB-378|Sativex|TETRANABINEX,Small molecule,3,628.94,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,628.4492,None,C42H60O4,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O.CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,SSNHGLKFJISNTR-DYSNNVSPSA-N
CHEMBL1289779,ETIZOLAM,ETIZOLAM|SEDEKOPAN,Small molecule,0,342.86,6,13,4.2,43.07,5,0,0,2,N,0.7,None,4.55,4.06,4.06,3,MOL,0,23,4,0,0,342.0706,NEUTRAL,C17H15ClN4S,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,VMZUTJCNQWMAGF-UHFFFAOYSA-N
CHEMBL505851,REPOSAL,REPOSAL|REPOSAMAL|Reposal|WT-161|WT161,Small molecule,0,262.31,1,1,1.5,75.27,3,2,0,2,N,0.58,7.14,None,1.58,1.14,0,MOL,0,19,5,2,0,262.1317,NEUTRAL,C14H18N2O3,CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O,MKELYWOVSPVORM-UHFFFAOYSA-N
CHEMBL1059,PREGABALIN,ALZAIN|AXALID|CI-1008|LECAENT|LYRICA CR|Lyrica|NSC-759256|PD-144723|PREGABALIN|PREGABALIN MYLAN|PREGABALIN SANDOZ|PREGABALIN SANDOZ GMBH|PREGABALIN ZENTIVA|REWISCA|VRONOGABIC|YNP-1807,Small molecule,4,159.23,22,155,1.08,63.32,2,2,0,5,N,0.63,4.8,10.23,-1.35,-1.34,0,MOL,0,11,3,3,0,159.1259,ZWITTERION,C8H17NO2,CC(C)C[C@H](CN)CC(=O)O,AYXYPKUFHZROOJ-ZETCQYMHSA-N
CHEMBL64545,MECLOFENOXATE,ANALUX|ANP-235|CENTROPHENOXINE|CETREXIN|CLOPHENOXATE|MECLOFENOXANE|MECLOFENOXATE|MECLOFENOXATE HYDROCHLORIDE|NSC-169411|PROSERYL,Small molecule,0,257.72,18,38,1.82,38.77,4,0,0,6,N,0.73,None,8.42,2.06,1.01,1,MOL,0,17,4,0,0,257.0819,NEUTRAL,C12H16ClNO3,CN(C)CCOC(=O)COc1ccc(Cl)cc1,XZTYGFHCIAKPGJ-UHFFFAOYSA-N
CHEMBL1628502,GABAPENTIN ENACARBIL,ASP-8825|ASP8825|GABAPENTIN ENACARBIL|GABAPENTIN ENCARBIL|GSK-1838262|GSK1838262|HORIZANT|XP 13512|XP-13512|XP13512,Small molecule,4,329.39,3,6,2.68,101.93,5,2,0,7,N,0.55,4.35,None,2.76,-0.16,0,MOL,0,23,7,2,0,329.1838,ACID,C16H27NO6,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,TZDUHAJSIBHXDL-UHFFFAOYSA-N
CHEMBL455917,CHLORAL HYDRATE,CHLORAL HYDRATE|CHLORALI HYDRAS|CHLORALUM|CLORAL HYDRATE|Chloral Hydrate|NSC-3210|Noctec|SK-Chloral Hydrate,Small molecule,4,165.4,7,14,0.67,40.46,2,2,0,0,Y,0.41,9.51,None,0.69,0.69,0,MOL,0,7,2,2,0,163.9199,NEUTRAL,C2H3Cl3O2,OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N
CHEMBL319111,LINOPIRDINE,DUP 996|DUP-996|LINOPIRDINE,Small molecule,0,391.47,25,78,4.88,46.09,3,0,0,5,N,0.49,None,5.35,4.41,4.41,4,MOL,0,30,4,0,0,391.1685,NEUTRAL,C26H21N3O,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,YEJCDKJIEMIWRQ-UHFFFAOYSA-N
CHEMBL28318,PROPYPHENAZONE,ISOPROPYLANTIPYRINE|PROPYPHENAZONE|YOSHIPYRIN,Small molecule,0,230.31,7,74,2.61,26.93,3,0,0,2,Y,0.78,None,0.87,2.35,2.35,2,MOL,0,17,3,0,0,230.1419,NEUTRAL,C14H18N2O,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,PXWLVJLKJGVOKE-UHFFFAOYSA-N
CHEMBL1088,MESORIDAZINE,Lidanar|MESORIDAZINE|Mesoridazine|NC-123|NSC-186066|Serentil|THIORIDAZINE-2-SULFOXIDE|TPS-23,Small molecule,4,386.59,72,128,4.9,23.55,4,0,0,4,N,0.75,None,8.19,3.57,2.72,2,MOL,0,26,3,0,0,386.1487,NEUTRAL,C21H26N2OS2,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,SLVMESMUVMCQIY-UHFFFAOYSA-N
CHEMBL84158,TIAPRIDE,NSC-758225|TIAPRIDE,Small molecule,3,328.43,122,592,1.17,75.71,5,1,0,8,N,0.78,13.23,7.64,0.46,0.02,1,MOL,0,22,6,1,0,328.1457,NEUTRAL,C15H24N2O4S,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,JTVPZMFULRWINT-UHFFFAOYSA-N
CHEMBL452,CLONAZEPAM,CLONAZEPAM|CLONAZEPAM CIV|KLONOPIN RAPIDLY DISINTEGRATING|Klonopin|NSC-179913|RAVOTRIL|RIVATRIL|RIVOTRIL|RO 5-4023|RO-5-4023|RO-54023,Small molecule,4,315.72,129,934,3.04,84.6,4,1,0,2,N,0.68,11.65,1.89,3.15,3.15,2,MOL,0,22,6,1,0,315.0411,NEUTRAL,C15H10ClN3O3,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N
CHEMBL1442422,DIBENZEPIN,DIBENZEPIN,Small molecule,4,295.39,17,19,2.98,26.79,3,0,0,3,Y,0.87,None,8.23,2.64,1.75,2,MOL,0,22,4,0,0,295.1685,NEUTRAL,C18H21N3O,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,QPGGEKPRGVJKQB-UHFFFAOYSA-N
CHEMBL1201222,LISDEXAMFETAMINE,L-LYSINE-DEXTROAMPHETAMINE|LISDEXAMFETAMINE|LISDEXAMPHETAMINE,Small molecule,4,263.38,1,2,1.19,81.14,3,3,0,8,N,0.62,None,10.21,1.14,-2.54,1,MOL,0,19,4,5,0,263.1998,BASE,C15H25N3O,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,VOBHXZCDAVEXEY-JSGCOSHPSA-N
CHEMBL2106227,ETIFOXINE,36-801|ETIFOXINE|HOE 36801|HOE-36801,Small molecule,3,300.79,7,30,4.23,33.62,3,1,0,2,N,0.9,None,5.18,4.59,4.59,2,MOL,0,21,3,1,0,300.1029,NEUTRAL,C17H17ClN2O,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,IBYCYJFUEJQSMK-UHFFFAOYSA-N
CHEMBL259209,MILNACIPRAN,IMPULSOR|MIDALCIPRAN|MILNACIPRAN,Small molecule,4,246.35,18,116,1.77,46.33,2,1,0,5,N,0.86,None,9.83,1.42,-0.91,1,MOL,0,18,3,2,0,246.1732,BASE,C15H22N2O,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,GJJFMKBJSRMPLA-UHFFFAOYSA-N
CHEMBL395091,ESKETAMINE,"(-)-KETAMINE|ESKETAMINE|JNJ-54135419|KETA-S|KETAMINE, (S)-|KETAMINE, S-|KETAVED|L-KETAMINE|S-(-)-KETAMINE|S-KETAMINE",Small molecule,4,237.73,6,30,2.9,29.1,2,1,0,2,Y,0.86,None,7.16,3.35,3.15,1,MOL,0,16,2,1,0,237.092,NEUTRAL,C13H16ClNO,CN[C@]1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-ZDUSSCGKSA-N
CHEMBL1085,ACETOPHENAZINE,ACETOPHENAZINE|Acetophenazine|Tindal,Small molecule,4,411.57,30,41,3.49,47.02,6,1,0,7,N,0.7,None,7.67,2.65,2.19,2,MOL,0,29,5,1,0,411.198,NEUTRAL,C23H29N3O2S,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,WNTYBHLDCKXEOT-UHFFFAOYSA-N
CHEMBL254857,FIPEXIDE,FIPEXIDE|NSC-758407,Small molecule,4,388.85,22,56,2.79,51.24,5,0,0,5,N,0.79,None,6.09,2.73,2.71,2,MOL,0,27,6,0,0,388.119,NEUTRAL,C20H21ClN2O4,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,BFUJHVVEMMWLHC-UHFFFAOYSA-N
CHEMBL2111030,PROTHIPENDYL,PROTHIPENDYL,Small molecule,4,285.42,5,5,3.64,19.37,4,0,0,4,N,0.85,None,9.2,3.31,1.51,2,MOL,0,20,3,0,0,285.13,BASE,C16H19N3S,CN(C)CCCN1c2ccccc2Sc2cccnc21,JTTAUPUMOLRVRA-UHFFFAOYSA-N
CHEMBL17860,LOFEXIDINE,LOFEXIDINE,Small molecule,4,259.14,15,35,2.76,33.62,3,1,0,3,Y,0.91,None,9.27,2.66,0.9,1,MOL,0,16,3,1,0,258.0327,BASE,C11H12Cl2N2O,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N
CHEMBL2106851,NICOMORPHINE,"3,6-DINICOTINOYLMORPHINE|DEA NO. 9312|IDS-NN-003|MORPHINE DINICOTINATE|MORPHINE DINICOTINATE (ESTER)|MORPHINE DINICOTINATE ESTER|NICOMORPHINE",Small molecule,0,495.54,,,3.37,90.85,8,0,0,4,N,0.31,None,9.1,3.22,1.52,3,MOL,0,37,8,0,0,495.1794,BASE,C29H25N3O5,CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,HNDXBGYRMHRUFN-CIVUWBIHSA-N
CHEMBL1697766,PERAZINE,PERAZINE|Perazine,Small molecule,3,339.51,12,48,3.93,9.72,4,0,0,4,N,0.83,None,8.01,3.78,3.08,2,MOL,0,24,3,0,0,339.1769,NEUTRAL,C20H25N3S,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,WEYVCQFUGFRXOM-UHFFFAOYSA-N
CHEMBL243712,AMISULPRIDE,AMINOSULTOPRIDE|AMISULPRIDE|APD-421|APD421|BARHEMSYS|DAN-2163|DENIBAN|NSC-760085|SOCIAN|SOLIAN|SOLIAN 100|SOLIAN 200|SOLIAN 400|SOLIAN 50|SULAMID,Small molecule,4,369.49,43,91,1.29,101.73,6,2,0,7,N,0.7,None,7.05,0.25,0.09,1,MOL,0,25,7,3,0,369.1722,NEUTRAL,C17H27N3O4S,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NTJOBXMMWNYJFB-UHFFFAOYSA-N
CHEMBL1492500,DOTHIEPIN,DOSULEPIN|DOTHIEPIN|DOTHIRPIN,Small molecule,4,295.45,14,37,4.68,3.24,2,0,0,3,N,0.81,None,9.76,4.52,2.19,2,MOL,0,21,1,0,0,295.1395,BASE,C19H21NS,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,PHTUQLWOUWZIMZ-GZTJUZNOSA-N
CHEMBL110094,MELITRACEN,ADELAX|MELITRACEN,Small molecule,3,291.44,9,14,4.71,3.24,1,0,0,3,N,0.79,None,9.76,4.95,2.62,2,MOL,0,22,1,0,0,291.1987,BASE,C21H25N,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,GWWLWDURRGNSRS-UHFFFAOYSA-N
CHEMBL1521,ZALEPLON,"CL 284,846|CL-284846|L-846|L846|LJC 10846|LJC-10846|SKP-1041|Sonata|ZAL-846|ZALEPLON|ZALEPLON CIV|ZERENE",Small molecule,4,305.34,138,768,2.64,74.29,5,0,0,3,N,0.75,None,0.28,1.53,1.53,3,MOL,0,23,6,0,0,305.1277,NEUTRAL,C17H15N5O,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,HUNXMJYCHXQEGX-UHFFFAOYSA-N
